Бренд;Название;Цена после скидки;Цена до скидки;Рейтинг;Оценки;Артикул;Ссылка
Gravity;Виниловые гантели, круглые, 1.5 кг, пара;589,0;1350,0;4,9;337;150782588;https://www.wildberries.ru/catalog/150782588/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные со штангой 25 кг;2406,0;52084,0;4,9;870;237511498;https://www.wildberries.ru/catalog/237511498/detail.aspx?targetUrl=SP
MAXISCOO FIT;Гантель неопреновая, 2 кг;917,0;966,0;4,9;76;224730143;https://www.wildberries.ru/catalog/224730143/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт. по 1 кг;638,0;1338,0;4,9;8192;142213411;https://www.wildberries.ru/catalog/142213411/detail.aspx?targetUrl=SP
Summus;Гантели для фитнеса обрезиненные 1 кг;700,0;1357,0;4,9;10274;120729788;https://www.wildberries.ru/catalog/120729788/detail.aspx?targetUrl=SP
PROFI-FIT;Гантели для спорта и фитнеса, набор 2 шт по 3 кг;2324,0;9432,0;4,9;589;105067477;https://www.wildberries.ru/catalog/105067477/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 34 кг набор спортивный инвентарь с штангой;3562,0;8720,0;4,9;3824;262404521;https://www.wildberries.ru/catalog/262404521/detail.aspx?targetUrl=SP
OneFit;Гантели для фитнеса 1,5 кг 2 штуки;952,0;1847,0;4,9;2669;142213395;https://www.wildberries.ru/catalog/142213395/detail.aspx?targetUrl=SP
ProRun;Гантели 2 кг 2 шт виниловые детские набор для фитнеса;1146,0;2290,0;4,9;1053;204545013;https://www.wildberries.ru/catalog/204545013/detail.aspx?targetUrl=SP
Summus;Гантели для фитнеса обрезиненные 1 кг;637,0;1428,0;4,9;10274;149035799;https://www.wildberries.ru/catalog/149035799/detail.aspx?targetUrl=SP
Fit flex;Гантели разборные 20 кг набор спортивный инвентарь с штангой;2290,0;8500,0;4,9;14663;303931158;https://www.wildberries.ru/catalog/303931158/detail.aspx?targetUrl=SP
STRONG BODY;Гантели виниловые пара по 2,5 кг;1825,0;5388,0;4,9;117;158229297;https://www.wildberries.ru/catalog/158229297/detail.aspx?targetUrl=SP
Summus;Гантели обрезиненные для фитнеса 0,5 кг;502,0;1254,0;4,9;10274;191128245;https://www.wildberries.ru/catalog/191128245/detail.aspx?targetUrl=SP
OneFit;Гантели для фитнеса 2 кг 2 штуки;1197,0;2681,0;4,9;5297;142213376;https://www.wildberries.ru/catalog/142213376/detail.aspx?targetUrl=SP
Атлант;Гантель металлическая разборная 5 кг;1757,0;2750,0;4,9;165;12607497;https://www.wildberries.ru/catalog/12607497/detail.aspx?targetUrl=SP
PROIRON;Гантели 4 кг 2 шт неопреновые для фитнеса;2711,0;4457,0;4,9;673;201962094;https://www.wildberries.ru/catalog/201962094/detail.aspx?targetUrl=SP
ProRun;Гантель неопреновая 3 кг;848,0;1670,0;4,9;1222;23148096;https://www.wildberries.ru/catalog/23148096/detail.aspx?targetUrl=SP
Start Up;Гантели для спорта и фитнеса виниловые 1 кг 2 шт;738,0;1712,0;4,9;313;192653699;https://www.wildberries.ru/catalog/192653699/detail.aspx?targetUrl=SP
Atletika24;Гантели неопреновые для фитнеса набор 2 шт по 1 кг;1083,0;1900,0;4,9;651;119205484;https://www.wildberries.ru/catalog/119205484/detail.aspx?targetUrl=SP
Za-GYM;Гантели разборные и штанга в кейсе для спорта 20 кг;5890,0;109285,0;4,9;751;146413281;https://www.wildberries.ru/catalog/146413281/detail.aspx?targetUrl=SP
DR-SPORT;Гантель виниловая 2 кг;541,0;1564,0;4,9;146;35781154;https://www.wildberries.ru/catalog/35781154/detail.aspx?targetUrl=SP
INDIGO Sport;Гантели 8 кг 2 штуки обрезиненные;5743,0;12432,0;4,9;378;156691766;https://www.wildberries.ru/catalog/156691766/detail.aspx?targetUrl=SP
ProRun;Гантель виниловая разборная 10 кг;1110,0;2885,0;4,9;555;10974059;https://www.wildberries.ru/catalog/10974059/detail.aspx?targetUrl=SP
AMETIST;Набор гантелей со штангой и гирями 6 в 1 20 кг;2298,0;4500,0;4,9;595;258180237;https://www.wildberries.ru/catalog/258180237/detail.aspx?targetUrl=SP
MELA;Гантели для фитнеса 2 кг 2 шт;2642,0;7980,0;4,9;536;147267989;https://www.wildberries.ru/catalog/147267989/detail.aspx?targetUrl=SP
Start Up;Гантели для спорта и фитнеса неопреновые 0,5 кг 2 шт;585,0;987,0;4,9;2366;224306508;https://www.wildberries.ru/catalog/224306508/detail.aspx?targetUrl=SP
AbcAge;Гантели разборные 30 кг с изогнутым грифом;3979,0;39754,0;4,9;7061;233116677;https://www.wildberries.ru/catalog/233116677/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые 2 шт. по 4 кг;2418,0;5148,0;4,9;5297;312671510;https://www.wildberries.ru/catalog/312671510/detail.aspx?targetUrl=SP
Euro classic;Гантели 4 кг чугунные 2 штуки, общий вес 8 кг;2233,0;2900,0;4,9;28214;76582056;https://www.wildberries.ru/catalog/76582056/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 кг;1132,0;2412,0;4,9;5297;142213397;https://www.wildberries.ru/catalog/142213397/detail.aspx?targetUrl=SP
Summus;Гантели для фитнеса обрезиненные 1,5 кг;832,0;1801,0;4,9;10274;120773117;https://www.wildberries.ru/catalog/120773117/detail.aspx?targetUrl=SP
Sportcom;Гантели разборные 17 кг с обрезиненными стальными дисками;4750,0;10000,0;4,9;97;235545862;https://www.wildberries.ru/catalog/235545862/detail.aspx?targetUrl=SP
ZTOA;Гантели разборные с грифом набор 10 кг;1590,0;8371,0;4,9;7234;49906538;https://www.wildberries.ru/catalog/49906538/detail.aspx?targetUrl=SP
OneFit;Гантель регулируемая 1 шт 24 кг;10842,0;16002,0;4,9;1539;212068780;https://www.wildberries.ru/catalog/212068780/detail.aspx?targetUrl=SP
Euro classic;Гантели 3 кг 2 штуки в наборе общий вес 6 кг;1309,0;1700,0;4,9;28214;69500602;https://www.wildberries.ru/catalog/69500602/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт по 1,5 кг;1109,0;1695,0;4,9;8192;142213415;https://www.wildberries.ru/catalog/142213415/detail.aspx?targetUrl=SP
Атлант;Гантель металлическая разборная 7 кг;2505,0;3740,0;4,9;98;12607499;https://www.wildberries.ru/catalog/12607499/detail.aspx?targetUrl=SP
Start Up;Гантель для спорта и фитнеса неопреновая 2 кг 1 шт;1051,0;1437,0;4,9;2366;51464197;https://www.wildberries.ru/catalog/51464197/detail.aspx?targetUrl=SP
Атлант;Гантель металлическая разборная 14 кг;4427,0;6765,0;4,9;76;14055735;https://www.wildberries.ru/catalog/14055735/detail.aspx?targetUrl=SP
BODY BELLS;Гантели 3 кг неопреновые для фитнеса спорта детей;1828,0;2375,0;4,9;2949;154597872;https://www.wildberries.ru/catalog/154597872/detail.aspx?targetUrl=SP
Summus;Гантели неопреновые для фитнеса 2 шт по 2 кг;1211,0;2248,0;4,9;5127;33456607;https://www.wildberries.ru/catalog/33456607/detail.aspx?targetUrl=SP
KingFit;Гантели разборные со штангой 25 кг;3147,0;12744,0;4,9;1918;194827362;https://www.wildberries.ru/catalog/194827362/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 5 кг для фитнеса 2 шт, общий вес 10 кг;1001,0;1300,0;4,9;41729;91061530;https://www.wildberries.ru/catalog/91061530/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантели для спорта и фитнеса;239,0;570,0;4,9;398;105295749;https://www.wildberries.ru/catalog/105295749/detail.aspx?targetUrl=SP
PRCTZ;Гантеля неопреновая SOFT TOUCH DUMBBELL, 5кг;1812,0;2890,0;4,9;442;165733160;https://www.wildberries.ru/catalog/165733160/detail.aspx?targetUrl=SP
INDIGO Sport;Гантели обливные с виниловым покрытием 0.5кг*2шт;462,0;846,0;4,9;700;11848379;https://www.wildberries.ru/catalog/11848379/detail.aspx?targetUrl=SP
Atemi;Гантели для фитнеса и аэробики 2 шт по 5 кг;1716,0;2259,0;4,9;778;78308649;https://www.wildberries.ru/catalog/78308649/detail.aspx?targetUrl=SP
Euro-Classic;Гантель 8 кг разборная сборная для фитнеса;854,0;1110,0;4,9;2909;92670778;https://www.wildberries.ru/catalog/92670778/detail.aspx?targetUrl=SP
Summus;Гантели обрезиненные для фитнеса 2 кг;1293,0;2210,0;4,9;5127;149519462;https://www.wildberries.ru/catalog/149519462/detail.aspx?targetUrl=SP
STEELBODY;Гантели разборные 5 кг набор спортивный инвентарь с штангой;1938,0;5100,0;4,9;1956;191287058;https://www.wildberries.ru/catalog/191287058/detail.aspx?targetUrl=SP
OneFit;Гантели для фитнеса 2 кг 2 штуки;1118,0;2381,0;4,9;5297;142213381;https://www.wildberries.ru/catalog/142213381/detail.aspx?targetUrl=SP
Summus;Гантели неопреновые 2 шт. по 3 кг;1831,0;2703,0;4,9;5127;65074130;https://www.wildberries.ru/catalog/65074130/detail.aspx?targetUrl=SP
Starfit;Гантель гексагональная обрезиненная 1 кг 2 шт не разборные;762,0;2606,0;4,9;869;124148395;https://www.wildberries.ru/catalog/124148395/detail.aspx?targetUrl=SP
Sporteus;Гантели разборные в кейсе +штанга 20 кг;5626,0;10439,0;4,9;1539;212561031;https://www.wildberries.ru/catalog/212561031/detail.aspx?targetUrl=SP
IRON PEOPLE;Гантель для фитнеса виниловая 0,5 кг;303,0;750,0;4,9;379;208911160;https://www.wildberries.ru/catalog/208911160/detail.aspx?targetUrl=SP
MAXISCOO FIT;Гантели неопреновые, 3 кг, 2 шт;2063,0;2172,0;4,9;76;224884184;https://www.wildberries.ru/catalog/224884184/detail.aspx?targetUrl=SP
SILAPRO;Гантель для фитнеса с неопреновым покрытием 1 кг;345,0;784,0;4,9;897;102654771;https://www.wildberries.ru/catalog/102654771/detail.aspx?targetUrl=SP
BRADEX;Гантель 1,5 кг для фитнеса обрезиненная виниловая;624,0;1314,0;4,9;188;11788707;https://www.wildberries.ru/catalog/11788707/detail.aspx?targetUrl=SP
OneFit;Гантели разборные стальные в кейсе +штанга 20 кг;5658,0;10499,0;4,9;1539;155347597;https://www.wildberries.ru/catalog/155347597/detail.aspx?targetUrl=SP
PROIRON;Гантели разборные 15 кг 2 шт со штангой для фитнеса;11096,0;18250,0;4,9;101;237653034;https://www.wildberries.ru/catalog/237653034/detail.aspx?targetUrl=SP
Атлант;Гантель металлическая разборная 3 кг;1374,0;1785,0;4,9;151;12607495;https://www.wildberries.ru/catalog/12607495/detail.aspx?targetUrl=SP
Summus;Гантели обрезиненные для фитнеса 2 кг;1257,0;2148,0;4,9;5127;120774670;https://www.wildberries.ru/catalog/120774670/detail.aspx?targetUrl=SP
Summus;Гантели разборные со штангой 15 кг;1643,0;3499,0;4,9;3298;65332010;https://www.wildberries.ru/catalog/65332010/detail.aspx?targetUrl=SP
MAXISCOO FIT;Гантели неопреновые, 2 кг, 2 шт;1738,0;1830,0;4,9;76;224884183;https://www.wildberries.ru/catalog/224884183/detail.aspx?targetUrl=SP
INDIGO Sport;Гантели 3 кг 2 штуки обрезиненные;2406,0;4664,0;4,9;378;156689251;https://www.wildberries.ru/catalog/156689251/detail.aspx?targetUrl=SP
Starfit;Гантель для спорта и фитнеса виниловая 1 кг 1 шт;540,0;1898,0;4,9;871;106738265;https://www.wildberries.ru/catalog/106738265/detail.aspx?targetUrl=SP
Summus;Гантели неопреновые для фитнеса 2 шт по 1 кг;647,0;1450,0;4,9;10274;65073425;https://www.wildberries.ru/catalog/65073425/detail.aspx?targetUrl=SP
Атлант;Гантель 11 кг хромистая сталь, разборная;3293,0;5280,0;4,9;80;11602609;https://www.wildberries.ru/catalog/11602609/detail.aspx?targetUrl=SP
Euro-Classic;Гантели виниловые 2 шт*3 кг в коробке для фитнеса и спорта;758,0;1425,0;4,9;3727;16067089;https://www.wildberries.ru/catalog/16067089/detail.aspx?targetUrl=SP
Starfit;Гантели разборные 5 кг 2 шт трансформер в штангу 10 кг;2246,0;4355,0;4,9;1532;175447352;https://www.wildberries.ru/catalog/175447352/detail.aspx?targetUrl=SP
OneFit;Гантели для фитнеса 2 кг 2 штуки;1210,0;2711,0;4,9;5297;142213375;https://www.wildberries.ru/catalog/142213375/detail.aspx?targetUrl=SP
Summus;Гантели для фитнеса обрезиненные 1 кг;610,0;1367,0;4,9;10274;120729939;https://www.wildberries.ru/catalog/120729939/detail.aspx?targetUrl=SP
Starfit;Гантель обрезиненная гексагональная 9 кг 1шт не разборная;3642,0;11539,0;4,9;278;12278554;https://www.wildberries.ru/catalog/12278554/detail.aspx?targetUrl=SP
YOGATEKA;Набор гантелей 15 кг, разборный;1550,0;2650,0;4,9;125;18513078;https://www.wildberries.ru/catalog/18513078/detail.aspx?targetUrl=SP
Demix;Гантель 0.5 кг;341,0;379,0;4,9;30;151499541;https://www.wildberries.ru/catalog/151499541/detail.aspx?targetUrl=SP
SILAPRO;Гантель для спорта и фитнеса виниловая 2 кг;645,0;1711,0;4,9;690;102756986;https://www.wildberries.ru/catalog/102756986/detail.aspx?targetUrl=SP
ProRun;Гантели 1 кг 2 шт женские обрезиненные фитнес набор;767,0;1690,0;4,9;1053;166357325;https://www.wildberries.ru/catalog/166357325/detail.aspx?targetUrl=SP
Summus;Гантели для фитнеса обрезиненные 1 кг;717,0;1607,0;4,9;10274;120729787;https://www.wildberries.ru/catalog/120729787/detail.aspx?targetUrl=SP
Estafit;Гантель для фитнеса 1.5 кг для детей и взрослых;307,0;760,0;4,9;341;51934904;https://www.wildberries.ru/catalog/51934904/detail.aspx?targetUrl=SP
Start Up;Гантели для спорта и фитнеса неопреновые 1 кг 2 шт;996,0;1362,0;4,9;2366;222312639;https://www.wildberries.ru/catalog/222312639/detail.aspx?targetUrl=SP
Start Up;Гантель для спорта и фитнеса неопреновая 3 кг 1 шт;1302,0;2324,0;4,9;2366;7552850;https://www.wildberries.ru/catalog/7552850/detail.aspx?targetUrl=SP
Sportcom;Гантель разборная 14.5 кг;4465,0;10000,0;4,9;97;236727990;https://www.wildberries.ru/catalog/236727990/detail.aspx?targetUrl=SP
Атлант;Гантель металлическая разборная 8 кг;2822,0;4213,0;4,9;164;12607500;https://www.wildberries.ru/catalog/12607500/detail.aspx?targetUrl=SP
Demix;Гантели с фиксатором, 2 х 0.75 кг;1308,0;1699,0;4,9;24;180472793;https://www.wildberries.ru/catalog/180472793/detail.aspx?targetUrl=SP
Euro classic;Гантели для фитнеса детей 4 кг 2 шт общий вес 8 кг;2700,0;3000,0;4,9;28214;74370186;https://www.wildberries.ru/catalog/74370186/detail.aspx?targetUrl=SP
